Metric,Value
test_loss_0,0.34266921877861023
test_loss,0.34266921877861023
test_accuracy,0.9644081592559814
test_f1_score,0.9819608926773071
test_precision,0.9649589657783508
test_recall,0.9994319081306458
test_auroc,0.6398926377296448
TN,3257.0
FP,195621.0
FN,3143.0
TP,5382517.0
avg_inf_time,0.00042074677475989567
training_time,56141.80936908722
