Metric,Score
Scale_pos_weight,0.07385457399835861
Training time,144.01038312911987
Average inference time,2.212478750038375e-07
Accuracy,0.9969312595422496
F1 Score,0.9984064347027611
Precision,0.9999997671614254
Recall,0.9968181715847798
ROC AUC,0.9999960764984127
True Negatives,159101.0
False Positives,1.0
False Negatives,13709.0
True Positives,4294820.0
