Metric,Value
test_loss_0,0.02376231737434864
test_loss,0.02376231737434864
test_accuracy,0.9916053414344788
test_f1_score,0.9745573997497559
test_precision,0.9870558977127075
test_recall,0.9629724621772766
test_auroc,0.998654305934906
TN,2690004.0
FP,6938.0
FN,20316.0
TP,529331.0
avg_inf_time,5.6365457291722406e-05
training_time,2448.6778411865234
