Metric,Score
Scale_pos_weight,1.2266697989800726
Training time,169.7548701763153
Average inference time,4.341496158827165e-07
Accuracy,0.9924181964517221
F1 Score,0.9771640781625873
Precision,0.9969446863287018
Recall,0.9581531419256359
ROC AUC,0.9981312212301278
True Negatives,2695328.0
False Positives,1614.0
False Negatives,23001.0
True Positives,526646.0
