Metric,Value
test_loss_0,0.02576659433543682
test_loss,0.02576659433543682
test_accuracy,0.9906957745552063
test_f1_score,0.9725757837295532
test_precision,0.9597593545913696
test_recall,0.9863856434822083
test_auroc,0.9992114305496216
TN,2674210.0
FP,22732.0
FN,7475.0
TP,542172.0
avg_inf_time,6.087880722561769e-05
training_time,7281.6610906124115
