Metric,Value
test_loss_0,0.6403771042823792
test_loss,0.6403771042823792
test_accuracy,0.8306146264076233
test_f1_score,0.9057115316390991
test_precision,0.9755963087081909
test_recall,0.8455139994621277
test_auroc,0.6727992296218872
TN,84950.0
FP,113928.0
FN,832011.0
TP,4553649.0
avg_inf_time,0.0004737730367092778
training_time,32854.19795489311
