Metric,Score
Training time,302.18065214157104
Average inference time,6.388112428789926e-07
Accuracy,0.9989766388495379
F1 Score,0.9994697030151304
Precision,0.9989452951562175
Recall,0.9999946617511453
ROC AUC,0.9999450311248581
True Negatives,154553.0
False Positives,4549.0
False Negatives,23.0
True Positives,4308506.0
