Metric,Score
Scale_pos_weight,1.2266697989800726
Training time,661.2435874938965
Average inference time,1.2312899944537448e-06
Accuracy,0.9900267634739106
F1 Score,0.9698440091756021
Precision,0.9935104089148397
Recall,0.9472788899057031
ROC AUC,0.996159001372643
True Negatives,2693541.0
False Positives,3401.0
False Negatives,28978.0
True Positives,520669.0
