Metric,Score
Training time,449.1177775859833
Average inference time,9.348033771364042e-07
Accuracy,0.9853165891956143
F1 Score,0.955476915633934
Precision,0.9816910274519437
Recall,0.9306263838427209
ROC AUC,0.9860607050342571
True Negatives,2687402.0
False Positives,9540.0
False Negatives,38131.0
True Positives,511516.0
