Metric,Value
test_loss_0,0.8455685377120972
test_loss,0.8455685377120972
test_accuracy,0.9377204775810242
test_f1_score,0.8234321475028992
test_precision,0.786700427532196
test_recall,0.8673356175422668
test_auroc,0.8971900343894958
TN,2567609.0
FP,129333.0
FN,72863.0
TP,476784.0
avg_inf_time,5.59101336901851e-05
training_time,2235.6395239830017
