Metric,Value
test_loss_0,0.08372911810874939
test_loss,0.08372911810874939
test_accuracy,0.9784108996391296
test_f1_score,0.9390462040901184
test_precision,0.8913183808326721
test_recall,0.9935888648033142
test_auroc,0.9952034950256348
TN,2630367.0
FP,66575.0
FN,3516.0
TP,546131.0
avg_inf_time,0.00015121953672806858
training_time,7135.757630586624
