Metric,Score
Training time,460.34111428260803
Average inference time,9.147980621290129e-07
Accuracy,0.9850698687145185
F1 Score,0.9548017962910469
Precision,0.9793318477002975
Recall,0.931470562015257
ROC AUC,0.9869510766204501
True Negatives,2686137.0
False Positives,10805.0
False Negatives,37667.0
True Positives,511980.0
