Metric,Value
test_loss_0,0.06965301930904388
test_loss,0.06965301930904388
test_accuracy,0.9787065982818604
test_f1_score,0.9385250806808472
test_precision,0.9090601205825806
test_recall,0.9713442921638489
test_auroc,0.9955998659133911
TN,2643551.0
FP,53391.0
FN,15740.0
TP,533907.0
avg_inf_time,0.00014497495963317338
training_time,20811.888942718506
