Metric,Value
test_loss_0,0.0005895111826248467
test_loss,0.0005895111826248467
test_accuracy,0.9999436140060425
test_f1_score,0.9999716877937317
test_precision,0.9999507665634155
test_recall,0.9999924898147583
test_auroc,0.9996986389160156
TN,198605.0
FP,273.0
FN,42.0
TP,5385618.0
avg_inf_time,6.008212193871491e-05
training_time,3668.8002531528473
