Metric,Value
test_loss_0,0.06593174487352371
test_loss,0.06593174487352371
test_accuracy,0.9809898734092712
test_f1_score,0.9428595900535583
test_precision,0.9486890435218811
test_recall,0.9383395314216614
test_auroc,0.995326817035675
TN,2669079.0
FP,27863.0
FN,33855.0
TP,515792.0
avg_inf_time,0.00014239799385664956
training_time,4122.7752339839935
