Metric,Score
Scale_pos_weight,0.018463643499589653
Training time,145.2077820301056
Average inference time,1.731739593289097e-07
Accuracy,0.9969308118777043
F1 Score,0.9984062014941628
Precision,1.0
Recall,0.9968174752914509
ROC AUC,0.9999939667896995
True Negatives,159102.0
False Positives,0.0
False Negatives,13712.0
True Positives,4294817.0
