Metric,Value
test_loss_0,0.06255917996168137
test_loss,0.06255917996168137
test_accuracy,0.9790700078010559
test_f1_score,0.9380871057510376
test_precision,0.9300544261932373
test_recall,0.9475889205932617
test_auroc,0.995337963104248
TN,2657794.0
FP,39148.0
FN,28803.0
TP,520844.0
avg_inf_time,0.00015654835800021013
training_time,7387.302902698517
